Parent_1_Crop,Parent_2_Crop,Hybrid_Crop,Parent_1_A,Parent_1_T,Parent_1_G,Parent_1_C,Parent_2_A,Parent_2_T,Parent_2_G,Parent_2_C,GC_Content (%),SNP_Count,Yield_Potential (kg/ha),Drought_Resistance_Score,Disease_Resistance_Score
Finger Millet,Pearl Millet,Sorghum,0.05821808843621123,0.03367543349334257,0.6540593826522144,0.2540470954182319,0.08038484631258873,0.050137275363019186,0.022304514001134944,0.8471733643232573,33.21593250366722,4860,2447.4052806338723,2,10
Pearl Millet,Finger Millet,Fonio,0.058160198829409634,0.3042217968155322,0.3757480343760974,0.2618699699789608,0.07994646839768874,0.44363329263002743,0.33558166650570564,0.14083857246657816,48.65850977442044,4130,3068.55694709229,3,1
Finger Millet,Finger Millet,Sorghum,0.05343798645209661,0.24758239920079952,0.3476728917148848,0.351306722632219,0.15383595679159906,0.36739758223179037,0.11481970124104932,0.36394675973556134,62.623778145121776,804,1697.410424630677,9,8
Pearl Millet,Pearl Millet,Pearl Millet,0.2851431216453503,0.044427844258500125,0.653766807800149,0.016662226296000702,0.05740832307638048,0.24603623550908765,0.474395365062669,0.2221600763518629,35.48033774561206,4615,4981.422355075513,6,2
Pearl Millet,Pearl Millet,Teff,0.007526544729836204,0.29668419734085966,0.6885007519563758,0.007288505972928392,0.12695563496538045,0.11698370031350619,0.22784521406365446,0.5282154506574588,64.40081665010058,1437,2254.5023544038436,10,6
Pearl Millet,Teff,Pearl Millet,0.23537140878959747,0.118045426291865,0.19988547405046517,0.4466976908680723,0.09734662851564839,0.44912590072038533,0.12421025583640297,0.3293172149275633,38.046054850273855,2486,1687.5821040855158,8,7
Pearl Millet,Finger Millet,Buckwheat,0.07204885086520442,0.8740039662551534,0.022844935239965957,0.031102247639676225,0.042534941547195296,0.21907448639291516,0.2703101432350201,0.46808042882486944,69.41238844615144,2801,3804.366902802598,7,10
Finger Millet,Teff,Buckwheat,0.1914784336380978,0.011929355119628176,0.438351847602594,0.3582403636396801,0.017201764150191153,0.10098686013961834,0.45009343305564087,0.4317179426545496,49.31235019574976,1101,4993.815316582231,2,5
Finger Millet,Finger Millet,Quinoa,0.054930287571883646,0.769691932153379,0.08033163538593385,0.09504614488880345,0.2817271034812409,0.2844020480207098,0.11519748608302789,0.31867336241502137,53.034711273524856,3183,1392.2334516232377,7,2
Finger Millet,Teff,Pearl Millet,0.026307767474600223,0.19161423994152188,0.4735068349935756,0.30857115759030246,0.024728690928999302,0.7325107016777124,0.19167603856996981,0.051084568823318584,44.78032073717278,4842,2733.130777919197,6,5
Teff,Finger Millet,Teff,0.17940625377448308,0.0016416610518308952,0.15519887029052387,0.6637532148831623,0.12654272575608758,0.3526217570037375,0.42444251640075464,0.09639300083942032,57.83588895597655,4295,1081.3867288365025,1,3
Teff,Finger Millet,Buckwheat,0.053680118995666964,0.5231370722917956,0.29003037236522927,0.13315243634730817,0.43284691994121816,0.25151570011761826,0.07477248229686365,0.24086489764430002,65.47881441606981,2892,4670.875538694027,5,7
Finger Millet,Teff,Fonio,0.22131057614111527,0.28202000060263366,0.44647646540724256,0.05019295784900853,0.14120591339106847,0.018551190925563336,0.4169799312884062,0.4232629643949621,65.7235429698439,2271,4410.300362215432,2,7
Finger Millet,Teff,Buckwheat,0.21786367205410523,0.1586768396747263,0.5878575520167324,0.03560193625443617,0.10137925838859503,0.3173601885177447,0.44059354039530135,0.14066701269835902,64.8449262702247,1671,3785.4371251027483,6,6
Finger Millet,Teff,Sorghum,0.12124195640340596,0.6624727519754058,0.169047217769745,0.047238073851443324,0.7654492899192786,0.08112817310420947,0.07890584809217417,0.07451668888433757,43.20472083756606,643,3323.5346989385016,9,3
Finger Millet,Pearl Millet,Amaranth,0.06780521396683725,0.6066191221363284,0.03936066279049121,0.2862150011063432,0.5409548232684428,0.120692066132849,0.27932987360319195,0.05902323699551636,58.23947796355238,4321,2042.412840457995,3,9
Finger Millet,Teff,Finger Millet,0.35324558778351745,0.12779086781268328,0.005952775111514111,0.5130107692922851,0.27352271280818025,0.0323372502096723,0.5611745311834648,0.1329655057986826,45.59281799936467,1959,2389.5933295994655,4,6
Finger Millet,Pearl Millet,Pearl Millet,0.3514666621656165,0.02115164781005467,0.30047799641857664,0.3269036936057522,0.025943623502677548,0.08692942391096554,0.25377173862289754,0.6333552139634594,60.110512968240485,2694,2301.567245960967,8,5
Pearl Millet,Finger Millet,Teff,0.04056086613251403,0.07199043163463188,0.4954933331137364,0.39195536911911766,0.07828045104550349,0.01889675740748003,0.6073868513878417,0.29543594015917496,69.0355850310209,3707,3266.3637469869486,9,2
Teff,Teff,Fonio,0.2087651478625279,0.5267311920578701,0.21955598820336597,0.04494767187623594,0.1599640088707724,0.3808610619825981,0.08393521374390722,0.3752397154027221,55.75307515985323,4572,1021.1663446497568,8,5
Finger Millet,Finger Millet,Buckwheat,0.1893926491596302,0.6559621873103211,0.09694447397737845,0.05770068955267039,0.03718846124570775,0.19758399420709488,0.37152569009445646,0.39370185445274086,41.158381674548885,4852,1201.912902347547,6,2
Finger Millet,Pearl Millet,Buckwheat,0.38489816643096586,0.1454900362350236,0.3459937058942951,0.12361809143971543,0.2762665454507364,0.5438624881715183,0.06609893303320612,0.11377203334453913,61.225725267906036,3564,4907.536758052034,4,2
Finger Millet,Finger Millet,Fonio,0.2907195021744773,0.2035288390770676,0.010451233780630263,0.4953004249678249,0.26332609472160545,0.39034953638394754,0.292257216451525,0.05406715244292207,35.81191607783634,2521,2052.6468048415304,8,3
Finger Millet,Teff,Quinoa,0.4074103832779855,0.09324733624018332,0.2700098451747876,0.22933243530704353,0.3188163078322663,0.1572605579614966,0.07341608264588019,0.45050705156035686,62.69852379626674,2730,2101.113871780787,10,6
Pearl Millet,Teff,Teff,0.06542956496785067,0.18485277897579522,0.5021652802025697,0.2475523758537844,0.013985331033386192,0.05655236756191745,0.4693909828155081,0.4600713185891882,56.62037271700567,1473,4056.9007332827205,5,4
Finger Millet,Pearl Millet,Amaranth,0.10502822305453546,0.0029856895830361555,0.16750937187317963,0.7244767154892486,0.27308137625710893,0.40333924755450234,0.10480158202869926,0.21877779415968937,45.98637605290049,2613,3578.293789496661,5,3
Teff,Teff,Sorghum,0.06330839835765666,0.2311943483852416,0.25699866540342353,0.4484985878536783,0.01988994168063395,0.4944232976960098,0.38203327457755465,0.10365348604580152,30.031585067619787,2862,2490.4252153053476,5,6
Pearl Millet,Teff,Buckwheat,0.2562078114243305,0.49133723828027054,0.11720907647879518,0.1352458738166038,0.08112687805214826,0.016744104815484218,0.20473217139764188,0.6973968457347256,63.642977007198695,3975,1993.6751292600316,4,10
Finger Millet,Finger Millet,Teff,0.056984530267691645,0.3804088895379399,0.42638610915776703,0.13622047103660134,0.38198604480970316,0.05804659060633701,0.346599213742471,0.21336815084148872,41.498869149364026,3085,4507.342249490937,2,10
Teff,Pearl Millet,Sorghum,0.2260492816184679,0.24628095627000277,0.16507440665225379,0.3625953554592755,0.06171989995293457,0.0872623641158255,0.5560146920654273,0.2950030438658127,61.197753002880994,1597,2560.1164351519596,2,4
Finger Millet,Finger Millet,Quinoa,0.15763628135573332,0.4176268391467724,0.20444585833563372,0.22029102116186058,0.05842158007599654,0.18892814397667337,0.11011852908151536,0.6425317468658148,68.83142073832069,3466,1235.5119269607328,7,5
Teff,Finger Millet,Buckwheat,0.11053667235670515,0.2584008449249759,0.14198449864422105,0.4890779840740978,0.33376633750394813,0.1341082309290748,0.28918706585838544,0.24293836570859179,57.48441804048312,2837,3192.0254794071225,7,7
Pearl Millet,Pearl Millet,Sorghum,0.23254749625162283,0.3073089412811175,0.34218266266272396,0.11796089980453588,0.45840158682673865,0.2415823924268647,0.26315187349880387,0.0368641472475928,46.79050458392646,1486,4391.128591335413,10,5
Finger Millet,Pearl Millet,Quinoa,0.05760152233325416,0.46954381992890504,0.19288231273873338,0.27997234499910734,0.242232510217855,0.41518969725623583,0.3233963179696086,0.019181474556300808,41.46848694739205,2441,4427.17237675608,7,10
Pearl Millet,Teff,Teff,0.25034739180254756,0.025281776218742516,0.17960642450900471,0.5447644074697051,0.4203192802202723,0.29935456055231385,0.0611831731004736,0.2191429861269401,55.29842605761962,1640,3064.6037720431896,4,6
Pearl Millet,Finger Millet,Sorghum,0.2168339013584282,0.005655666978074599,0.6564740939536644,0.12103633770983287,0.23071006359161728,0.5832736518183415,0.022503192064011183,0.1635130925260301,59.934590568581456,966,3294.0019664292226,9,8
Pearl Millet,Finger Millet,Pearl Millet,0.11477509731790186,0.3979101339593081,0.11871645830659827,0.36859831041619173,0.16576328317468295,0.08965874518501779,0.055791102277437714,0.6887868693628615,35.87429297400386,1165,1998.74114154998,9,5
Teff,Finger Millet,Teff,0.02255886623971576,0.09703324555536678,0.05701878691152267,0.8233891012933949,0.0003518998106646802,0.5965775900425391,0.25928488844377306,0.14378562170302306,36.63051227519662,1861,1341.6373485392721,7,9
Finger Millet,Finger Millet,Sorghum,0.007076215671457986,0.6030511676158997,0.18549996516068235,0.20437265155196013,0.13379156701726275,0.1183102255445677,0.7331296503831851,0.01476855705498448,38.876092283670864,2831,1229.0939909374265,6,2
Pearl Millet,Pearl Millet,Buckwheat,0.19973072141304102,0.5228446486297532,0.16764587122567245,0.10977875873153335,0.08665622072454175,0.45641995397508367,0.19909931129663538,0.25782451400373935,69.95800788416501,3290,1681.0623054803875,1,5
Teff,Pearl Millet,Pearl Millet,0.3966205905145877,0.22682443927498866,0.14708632292887477,0.22946864728154887,0.3165192899491879,0.20804713441714168,0.15120297764932122,0.3242305979843493,63.368321647182746,3217,1865.5262521554068,2,7
Teff,Pearl Millet,Quinoa,0.057178243125335364,0.7354147677826651,0.06825861795395605,0.13914837113804357,0.0680532595430735,0.30275580607625907,0.21179036908655416,0.4174005652941133,55.405161921098696,4912,3988.6413605569346,4,4
Pearl Millet,Finger Millet,Finger Millet,0.17366327772606818,0.013546639211829085,0.5722610180264256,0.2405290650356772,0.17500379540554226,0.07931608841211825,0.6962594262636143,0.04942068991872527,69.01111873126467,3940,2921.053884034305,7,5
Teff,Finger Millet,Fonio,0.08277697855062117,0.12765723329053713,0.6174910339994658,0.1720747541593758,0.3297662231722048,0.42338225885737024,0.09484363839143072,0.15200787957899425,69.78167418103662,1774,3998.669039500499,7,10
Finger Millet,Pearl Millet,Teff,0.09040842259997497,0.45065207656138495,0.36577404857988083,0.09316545225875915,0.3613148183712829,0.14890285814523183,0.17484841599621864,0.3149339074872666,63.6353102427191,3182,4380.739448017861,1,6
Teff,Teff,Sorghum,0.5411560030155089,0.06114820079247128,0.30807086207290163,0.08962493411911818,0.17789167696893493,0.4667574680993244,0.03338705332427715,0.3219638016074634,37.06431062136408,4280,4663.165889588758,4,5
Finger Millet,Finger Millet,Pearl Millet,0.7359185703293482,0.08072112672796052,0.028912498053412918,0.15444780488927834,0.035273856812098346,0.47039737448586566,0.4849946401467312,0.009334128555304761,67.17361299273136,2825,4312.490076520518,4,8
Pearl Millet,Teff,Fonio,0.3320094826477646,0.27767943106505855,0.34997896617864954,0.040332120108527415,0.3971557445144126,0.5490203385752603,0.03641799277045636,0.017405924139870764,43.62831659921558,2286,4959.08586019573,9,3
Teff,Teff,Buckwheat,0.26958290562657566,0.0022098619253367218,0.4875154031479454,0.24069182930014224,0.04940262169581061,0.016678090093371827,0.505225516342886,0.42869377186793145,49.168796723519705,2083,4407.226601568192,9,10
Teff,Finger Millet,Fonio,0.4525867071926333,0.1720015229884862,0.14831813237172586,0.22709363744715466,0.9161647830786964,0.01887687663857934,0.016723400607621626,0.0482349396751026,62.68507920994609,1922,4984.428700687078,5,1
Pearl Millet,Finger Millet,Buckwheat,0.003678829289500761,0.5974051281920124,0.03258482986852479,0.36633121264996205,0.6153317389842466,0.1824159343758519,0.13840199882250326,0.06385032781739822,68.9548278580441,2679,4213.752740557826,4,1
Teff,Teff,Buckwheat,0.6024166254743186,0.02325492764729208,0.14214734750636912,0.23218109937202028,0.07720208232808669,0.43755325560804814,0.30293851542599987,0.18230614663786526,34.6952835799414,1540,1656.777734449015,10,4
Finger Millet,Pearl Millet,Fonio,0.29681639293716633,0.16433925328412982,0.13444940312690404,0.4043949506517998,0.4715280856317022,0.03153903353147556,0.4927301771283779,0.004202703708444496,38.76066271311089,3134,4132.777052759375,9,5
Pearl Millet,Teff,Amaranth,0.28009920508369407,0.12304967804216317,0.22860092352592667,0.3682501933482161,0.4619810670560212,0.05716426986262314,0.04185904893906636,0.4389956141422894,38.998773737724406,3963,3313.88371075609,7,10
Teff,Finger Millet,Finger Millet,0.11688737695709021,0.07501530978512155,0.4535806915512909,0.35451662170649717,0.16418488908897513,0.09060556484102796,0.4057726584587511,0.33943688761124596,48.09733469102693,4373,1809.2385025416183,2,1
Pearl Millet,Finger Millet,Teff,0.28674074317140785,0.011046676663395275,0.10368595808537802,0.598526622079819,0.5032749695306424,0.10070944570259013,0.04681263125001197,0.3492029535167556,67.99946423246674,2112,2700.5660610873,5,9
Teff,Pearl Millet,Fonio,0.061009770920495185,0.05641671223124005,0.8713772194395669,0.011196297408697795,0.3838883248366898,0.1963170979312553,0.15074725268767558,0.26904732454437946,55.76514908545886,4652,1467.6685917566547,9,6
Pearl Millet,Pearl Millet,Finger Millet,0.24002549007429755,0.6290510040798195,0.04365652971245728,0.08726697613342546,0.058444025067711035,0.5289946639862294,0.15289466971559584,0.25966664123046374,35.81472940898982,2193,1239.103840868519,6,4
Pearl Millet,Teff,Buckwheat,0.060549301126428416,0.31092082954253786,0.47537885845320427,0.15315101087782954,0.13923541229998834,0.7328696502201499,0.06881577741777126,0.059079160062090616,61.82207403772114,2902,4461.451335166281,2,2
Finger Millet,Teff,Quinoa,0.4407770932895644,0.021459290628514382,0.48409572823708175,0.05366788784483938,0.049615249188184184,0.20433644336610435,0.6300874360578022,0.11596087138790939,42.80193932075508,4424,3038.5104045474673,10,1
Pearl Millet,Teff,Teff,0.4406962190174843,0.0878867380931028,0.07449577618515196,0.39692126670426103,0.4182289028109835,0.4524839360917122,0.1038214286643055,0.025465732432998756,38.004084150119425,3094,4803.390949135643,10,2
Pearl Millet,Teff,Sorghum,0.38976693103472004,0.45591963915557615,0.02818029002997885,0.12613313977972487,0.44934897604259766,0.08411273470894987,0.07883872485972192,0.38769956438873043,53.1883053343745,2120,3297.42199250086,10,4
Finger Millet,Finger Millet,Quinoa,0.2963377358770196,0.020999737051630624,0.4415549858979659,0.24110754117338387,0.4728268375126056,0.04751279042200061,0.3145911620868819,0.16506920997851188,59.04651958911777,1954,2572.8231205522034,6,3
Pearl Millet,Pearl Millet,Teff,0.16238225512590088,0.6132444957829075,0.0920855615250646,0.132287687566127,0.07096420842967824,0.642282416277727,0.2522185588992175,0.03453481639337745,41.14529742092218,1425,4411.552249828664,1,6
Pearl Millet,Pearl Millet,Sorghum,0.2676983588501833,0.13079489115941975,0.34558105239131215,0.2559256975990849,0.005552087700193048,0.4685165102205911,0.294748097971122,0.2311833041080939,47.45466542613895,3836,1145.9487699558265,3,1
Finger Millet,Teff,Sorghum,0.15735455205356694,0.39292769595779076,0.014565080489288536,0.43515267149935377,0.07987490722750674,0.3865364715825242,0.24727796789750353,0.2863106532924654,30.10910322621907,2212,4292.257081473954,1,10
Finger Millet,Teff,Teff,0.23792838447057557,0.45550673972441885,0.2062219847878153,0.10034289101719038,0.2727322465929273,0.05584370711724332,0.1800995060547997,0.49132454023502964,61.503519197683026,4300,1361.1355174801774,3,1
Pearl Millet,Teff,Pearl Millet,0.4608903194595062,0.1316908074918672,0.13518367999101608,0.27223519305761057,0.2594827906489165,0.1350819575643166,0.5214420453248881,0.08399320646187872,38.0714382929262,2010,1997.1335232216416,7,9
Teff,Pearl Millet,Buckwheat,0.3307169462189743,0.5217924503298893,0.014289287842912893,0.13320131560822362,0.8133119821319154,0.021784917103131282,0.05150888520210724,0.113394215562846,45.340499760077414,2160,3526.7904253919933,8,6
Pearl Millet,Pearl Millet,Fonio,0.27088636805051697,0.47499954905440817,0.1305448717728509,0.12356921112222387,0.25568270690094974,0.021496402927087415,0.1630726659164808,0.559748224255482,57.60650985569431,4745,2044.8720147362467,5,6
Pearl Millet,Pearl Millet,Fonio,0.1831082469072933,0.05924243135345054,0.0288631777516001,0.7287861439876561,0.07367220250285256,0.6138163062495926,0.058034511636961605,0.2544769796105932,45.75064922924641,4802,1284.2446100164243,1,7
Teff,Finger Millet,Sorghum,0.12655988432274246,0.4571728879248627,0.3208140950585623,0.09545313269383254,0.6994350889069196,0.2209851812196619,0.0085794599733589,0.07100026990005981,50.067245741110284,1526,4886.598494188586,4,3
Teff,Teff,Finger Millet,0.10523943516081435,0.615007674210292,0.2608705941338949,0.018882296494998747,0.2676070392242263,0.11137572207823289,0.17295661058159467,0.44806062811594616,64.40662905774096,612,1954.3795122769322,7,6
Teff,Teff,Sorghum,0.3222947342865343,0.2559304839301352,0.059547358860300416,0.36222742292303,0.4177986994557197,0.1131164456714276,0.2021837985010688,0.266901056371784,34.455087981155714,2236,4461.741964251559,1,10
Teff,Pearl Millet,Finger Millet,0.06516622955538548,0.4401405586754162,0.39744776529789555,0.09724544647130291,0.011542833859106854,0.24896820304683573,0.5192138406049345,0.22027512248912295,59.151293999484906,530,1868.952565921179,9,6
Finger Millet,Teff,Fonio,0.16631812090512982,0.5830737993330615,0.14392630383141014,0.10668177593039846,0.10575082475034989,0.06975897795922285,0.6405199339704277,0.18397026331999944,40.080758022494784,4512,4651.279993603792,10,10
Pearl Millet,Teff,Finger Millet,0.1426343328605215,0.01337371152807126,0.15943017474725474,0.6845617808641525,0.4937939182648477,0.12555959568855624,0.3125717268141901,0.06807475923240583,64.53417857440834,4139,4375.775680475096,1,2
Pearl Millet,Pearl Millet,Pearl Millet,0.13130461593815823,0.06945643850276227,0.16629744595394413,0.6329414996051353,0.08509327054309161,0.10303612647619163,0.008822953591981491,0.8030476493887352,31.077887901741,1294,2524.4923204632537,1,4
Teff,Teff,Buckwheat,0.4308825070125507,0.2897388260737922,0.16288642627172303,0.11649224064193413,0.4247012736260378,0.545165944508664,0.012130673266706152,0.018002108598592057,50.01389075897592,847,1192.7107100618387,1,7
Finger Millet,Teff,Buckwheat,0.04329037554285525,0.1550182796183279,0.20002753339115606,0.6016638114476608,0.20579358657012983,0.18812983850289272,0.059483826045648704,0.5465927488813288,65.14598979252644,728,1336.471991293561,6,7
Pearl Millet,Finger Millet,Teff,0.4329049485837564,0.1577188047711455,0.14558786126921888,0.26378838537587906,0.3436484091245746,0.29086600763685694,0.19302569264986402,0.17245989058870467,64.8808867507209,3591,3038.17111091432,10,9
Pearl Millet,Finger Millet,Buckwheat,0.048786395934295415,0.413726435499982,0.009228596769423949,0.5282585717962985,0.20506549769496102,0.20643638062456596,0.1401435634055538,0.4483545582749192,61.50704923157706,1582,1599.480309381696,2,9
Finger Millet,Teff,Sorghum,0.2988032407312538,0.22481177848114908,0.1844733389053889,0.29191164188220836,0.005030624298594625,0.21322665630989235,0.23037542039459857,0.5513672989969145,45.82194323575878,868,4942.144273921203,9,9
Pearl Millet,Teff,Fonio,0.3131793902500601,0.3458744071979276,0.33374445302737904,0.007201749524633166,0.3778683504705706,0.3936904990445324,0.20247941061508315,0.025961739869813913,30.90554221165172,2600,2043.5464488120813,1,3
Teff,Pearl Millet,Fonio,0.20695199849533782,0.4804193316139183,0.262089868846318,0.05053880104442583,0.03502689276343383,0.11804528893599431,0.3428064365636166,0.5041213817369551,45.13861986632427,2453,2796.848121904014,2,1
Teff,Pearl Millet,Buckwheat,0.17811865533652968,0.03863866958915386,0.6047418758780999,0.17850079919621645,0.18248748140828153,0.004523344979088354,0.14243871486376045,0.6705504587488698,66.45117269866935,915,1826.7977430848994,2,7
Pearl Millet,Teff,Pearl Millet,0.09296710334098458,0.5533513891568221,0.03580819558571145,0.31787331191648194,0.2885779454774335,0.2924392859299023,0.06699546740641409,0.35198730118624993,67.27127809033227,2363,1077.9834615109878,8,9
Teff,Pearl Millet,Quinoa,0.25173796247616514,0.1607505349724437,0.2961127276120916,0.2913987749392994,0.1137394344666153,0.18353634413964567,0.4723180486117504,0.23040617278198858,55.58901015266156,3073,3395.229962126348,8,1
Finger Millet,Finger Millet,Sorghum,0.0966079043457567,0.23486100215440034,0.6171910334587373,0.051340060041105647,0.14087461403125054,0.5583127237533129,0.013886810786552888,0.28692585142888377,59.25760208957473,956,3988.915725618361,6,8
Teff,Finger Millet,Buckwheat,0.14209973765626507,0.10174872355382668,0.4974085516990674,0.25874298709084076,0.283131896127046,0.5051537318025375,0.0432007531425154,0.16851361892790107,60.863882851730835,3950,1662.8133112549115,9,2
Pearl Millet,Teff,Buckwheat,0.10547704835032312,0.2084057698015537,0.4922097822412218,0.19390739960690143,0.5953776840991046,0.0133654268567483,0.1482315897506738,0.24302529929347336,39.51963621198329,725,2000.285797241795,1,8
Finger Millet,Pearl Millet,Pearl Millet,0.47792714166261563,0.371459293422695,0.0716662321926523,0.078947332722037,0.1257325923785813,0.11457446833487067,0.5707816705413346,0.1889112687452134,30.963093925382918,1647,3274.834520985286,8,2
Finger Millet,Finger Millet,Buckwheat,0.07843233485734355,0.0970327481874877,0.773091927471404,0.05144298948376485,0.13090802543712568,0.5467000427277537,0.03203205753917675,0.29035987429594384,59.71042749364557,4940,3515.7874639070214,10,4
Pearl Millet,Finger Millet,Pearl Millet,0.1987735134831927,0.26416209396171064,0.5128818631472806,0.024182529407816098,0.10521742813212305,0.08098687586147771,0.26876424883129585,0.5450314471751032,45.01803284784491,1348,1336.1411154749505,10,4
Finger Millet,Teff,Fonio,0.31363009857290197,0.013081015822890325,0.39691364214916025,0.2763752434550475,0.3885697463762176,0.2778637749074711,0.07656652770875093,0.2569999510075603,61.344285902395946,3363,4659.596403212365,8,6
Pearl Millet,Teff,Pearl Millet,0.06877823378562732,0.5633064861924912,0.11261117521035158,0.25530410481152976,0.380359340359234,0.10935580453836724,0.060495498440564226,0.4497893566618344,64.633523088937,1248,1926.2916957116122,7,8
Finger Millet,Finger Millet,Fonio,0.6790777182089571,0.024940460262942672,0.020009232708012036,0.2759725888200881,0.26213759856096663,0.25383888003159405,0.19305233130638982,0.29097119010104966,61.65603054082131,1929,1057.2617588144858,10,4
Finger Millet,Finger Millet,Teff,0.2507475526376799,0.09935095879101229,0.41246223306956237,0.23743925550174538,0.48484122742046887,0.06680685011813091,0.07547274994470189,0.3728791725166983,39.14678337429491,4430,4678.299138210286,1,2
Pearl Millet,Pearl Millet,Teff,0.3227905302227233,0.04960142157105884,0.4226777449885487,0.20493030321766897,0.14723378563276984,0.1986048104084322,0.25330770288459803,0.4008537010741998,34.88402763207071,3807,2124.1024041536657,1,8
Finger Millet,Finger Millet,Sorghum,0.008945963406776582,0.23458308771504752,0.19760417931003504,0.558866769568141,0.0388798204931638,0.3520746901433307,0.4177076434874449,0.19133784587606056,63.88792150767334,3520,3978.930088907536,1,3
Pearl Millet,Teff,Sorghum,0.2502618415190766,0.09966906438702744,0.5124266759478785,0.13764241814601752,0.27842777098954924,0.1524654419042566,0.3597161626091465,0.20939062449704762,48.47548247057953,4505,3692.889186698763,10,2
Finger Millet,Finger Millet,Buckwheat,0.15743706274717248,0.15105549090052928,0.43167429937643814,0.25983314697586,0.06892492616204604,0.7900804207707526,0.10344877716026246,0.037545875906939,47.47499018021666,1140,2421.0374145531373,10,5
Pearl Millet,Teff,Teff,0.4652975059063299,0.042641493350026136,0.4555139962437116,0.036547004499932555,0.017560360504401958,0.3321452685448743,0.4434005035177173,0.20689386743300653,31.41251961166121,3630,3882.413508734125,10,10
Teff,Finger Millet,Amaranth,0.1480052534024354,0.394000611713213,0.4266406040755909,0.03135353080876065,0.5616126916521678,0.03115145258147668,0.19257149285185815,0.21466436291449717,57.432323954964474,1391,2259.948029300101,10,5
Teff,Finger Millet,Amaranth,0.4762544269949776,0.14982548720132374,0.10298847416336614,0.2709316116403325,0.1629378310561602,0.3107061686381781,0.43424994411735945,0.09210605618830228,54.52110912045727,513,3137.335734785336,6,10
Finger Millet,Pearl Millet,Quinoa,0.3373770310847002,0.2117808988022039,0.2292738922284956,0.22156817788460048,0.03155681404663068,0.3669545629313115,0.1790449831135644,0.42244363990849343,41.720107953989,4971,2232.604207602621,10,1
Teff,Pearl Millet,Buckwheat,0.2902743612349151,0.04840759226824663,0.39041375266144845,0.27090429383539,0.4819083116002271,0.3385966935776208,0.02146345740924457,0.15803153741290743,65.0717912090748,4628,1120.5658337761424,3,10
Pearl Millet,Pearl Millet,Quinoa,0.2781914219391994,0.4299265412439476,0.13738348851328225,0.15449854830357074,0.20469340423635654,0.09237073863658128,0.6114028641598704,0.09153299296719163,31.446950609543414,1533,4638.380314951217,2,10
Pearl Millet,Finger Millet,Buckwheat,0.05113729454589087,0.12926853949682615,0.5965706084900388,0.22302355746724406,0.19745772532588388,0.09226750435021716,0.519030711164234,0.19124405915966491,42.47369494012699,730,3557.50891885821,7,8
Teff,Finger Millet,Amaranth,0.6439849929762115,0.026500001216167433,0.2526947491717674,0.07682025663585365,0.26157154802819255,0.4563621968626584,0.019636374268970597,0.26242988084017843,52.62146084895562,2497,1937.5082594108685,3,1
Finger Millet,Pearl Millet,Quinoa,0.5041848809996099,0.14466489852566927,0.3460989881132083,0.0050512323615126585,0.13847695126115797,0.2341080092995893,0.05209156097159842,0.5753234784676544,39.1901563149232,1761,1756.603388007401,1,1
Pearl Millet,Teff,Quinoa,0.24685334625442457,0.4772803724064105,0.22906173851197764,0.04680454282718734,0.09904655582659568,0.3319820937151798,0.2958673384111824,0.27310401204704193,32.27201213619982,3615,2696.905651125222,8,9
Pearl Millet,Pearl Millet,Buckwheat,0.49942691545525864,0.2552550285120222,0.17243685297138217,0.07288120306133682,0.15914265336209388,0.04941503959055494,0.08656650455704397,0.7048758024903071,41.40654988143444,4631,3053.0055614457824,1,7
Teff,Pearl Millet,Amaranth,0.7683567619301929,0.15082792976943094,0.023393100561414873,0.057422207738961166,0.18705557681540538,0.03898806047815138,0.25003538667568304,0.5239209760307602,32.16010829444046,666,2688.023656057043,5,10
Teff,Teff,Fonio,0.5475194917595727,0.1398069723448595,0.18510637571864033,0.12756716017692737,0.24831078158327097,0.07582446439276601,0.5555868339524563,0.1202779200715065,50.5074128768273,3660,4472.913288316646,5,10
Teff,Teff,Amaranth,0.49962659282072924,0.42258894596922597,0.0674999209098264,0.010284540300218378,0.29262623677409905,0.18008616378850736,0.1541874301759739,0.3731001692614197,33.993731092442275,2017,2045.6454934731964,5,2
Pearl Millet,Finger Millet,Finger Millet,0.2912070323374548,0.4309768382665547,0.19201146916188572,0.08580466023410467,0.37315627637733045,0.04918910633296601,0.0013728973630323098,0.5762817199266712,69.5803361473603,1180,1429.2240959985065,2,8
Finger Millet,Finger Millet,Amaranth,0.4483777551226614,0.09080695855781687,0.039745454731859975,0.42106983158766187,0.4023125890475943,0.28863651750475183,0.1654420864826893,0.14360880696496442,34.51414530403961,3544,2309.2959070745706,6,4
Finger Millet,Teff,Sorghum,0.08012043655051504,0.10372676142516589,0.7885842648999878,0.02756853712433128,0.20734110350765103,0.17851159512083795,0.21130078732258878,0.4028465140489222,50.07824691105555,1293,1050.137641916046,9,9
Finger Millet,Finger Millet,Quinoa,0.12382700639839402,0.5177116548407797,0.30844077731686403,0.05002056144396193,0.3717714179427559,0.4043434290057747,0.14742582926868128,0.07645932378278798,53.528421594553535,1600,2941.07446568106,3,3
Pearl Millet,Teff,Sorghum,0.4226549353292096,0.04664689137689169,0.20342345539332504,0.3272747179005736,0.5687960456227937,0.1949799876567973,0.061654033534840065,0.17456993318556882,31.310415469676744,2971,2463.596032656418,6,2
